cancer_type_abbr,r_id,gene,tool
BRCA,250005816,CACNA1E,comet
BRCA,250005816,NINL,comet
BRCA,250005816,DNAH9,comet
BRCA,250005816,VCPIP1,comet
BRCA,250005816,UBC,comet
BRCA,250005816,ATP2B3,comet
BRCA,250005816,PLXNA2,comet
BRCA,250005816,PTPRG,comet
BRCA,250005816,CPS1,comet
BRCA,250005816,SCN9A,comet
BRCA,250005816,USP9X,comet
BRCA,250005816,UNC79,comet
BRCA,250005816,RALGAPA1,comet
BRCA,250005816,SPEF2,comet
BRCA,250005816,GCN1,comet
BRCA,250005816,UNC13C,comet
BRCA,250005816,SDK1,comet
BRCA,250005816,TANC1,comet
BRCA,250005816,ZNF292,comet
BRCA,250005816,KCNQ3,comet
BRCA,250005816,KDM5B,comet
BRCA,250005816,COL27A1,comet
BRCA,250005816,ZNF462,comet
BRCA,250005816,SYCP2,comet
BRCA,250005816,TNR,comet
BRCA,250005816,RBMXL3,comet
BRCA,250005816,SAMD9L,comet
BRCA,250005816,ELP1,comet
BRCA,250005816,ATP10B,comet
BRCA,250005816,SYBU,comet
BRCA,250005816,HCFC1,comet
BRCA,250005816,TP53BP1,comet
BRCA,250005816,GNAS,comet
BRCA,250005816,LRP12,comet
BRCA,250005816,TJP1,comet
BRCA,250005816,BAZ2A,comet
BRCA,250005816,CNTNAP5,comet
BRCA,250005816,EML5,comet
BRCA,250005816,CMYA5,comet
BRCA,250005816,CDH1,comet
BRCA,250005816,UBR2,comet
BRCA,250005816,SLC12A5,comet
BRCA,250005816,COL6A3,comet
BRCA,250005816,VPS13A,comet
BRCA,250005816,FBXW7,comet
BRCA,250005816,PLXNA3,comet
BRCA,250005816,PCDH18,comet
BRCA,250005816,LAMC1,comet
BRCA,250005816,PCNT,comet
BRCA,250005816,F8,comet
BRCA,250005816,CEP152,comet
BRCA,250005816,DCHS2,comet
BRCA,250005816,GOLGA6L10,comet
BRCA,250005816,GRIN2A,comet
BRCA,250005816,CPAMD8,comet
BRCA,250005816,NUMA1,comet
BRCA,250005816,ABCA8,comet
BRCA,250005816,MYH6,comet
BRCA,250005816,NRXN3,comet
BRCA,250005816,ADGB,comet
BRCA,250005816,ABCB11,comet
BRCA,250005816,DOCK11,comet
BRCA,250005816,CTNNA2,comet
BRCA,250005816,PCDHB7,comet
BRCA,250005816,FAM171A1,comet
BRCA,250005816,PTPRZ1,comet
BRCA,250005816,NRIP1,comet
BRCA,250005816,PPFIA2,comet
BRCA,250005816,SYCP1,comet
BRCA,250005816,HEATR6,comet
BRCA,250005816,KIF21A,comet
BRCA,250005816,TAF1L,comet
BRCA,250005816,WNK1,comet
BRCA,250005816,SNRNP200,comet
BRCA,250005816,TICRR,comet
BRCA,250005816,GOLGA3,comet
BRCA,250005816,AHNAK2,comet
BRCA,250005816,IRS4,comet
BRCA,250005816,MUC5B,comet
BRCA,250005816,SYT16,comet
BRCA,250005816,ZNF587,comet
BRCA,250005816,CHD1L,comet
BRCA,250005816,MYO5B,comet
BRCA,250005816,CDH20,comet
BRCA,250005816,DGKD,comet
BRCA,250005816,NLRP1,comet
BRCA,250005816,VPS13D,comet
BRCA,250005816,TNRC18,comet
BRCA,250005816,HDAC6,comet
BRCA,250005816,HMCN1,comet
BRCA,250005816,ADGRG4,comet
BRCA,250005816,HUWE1,comet
BRCA,250005816,PIK3C2B,comet
BRCA,250005816,STK31,comet
BRCA,250005816,IL4R,comet
BRCA,250005816,GOLGA6L6,comet
BRCA,250005816,MAGI2,comet
BRCA,250005816,XPOT,comet
BRCA,250005816,BRWD3,comet
BRCA,250005816,COL4A3,comet
BRCA,250005816,HECW1,comet
BRCA,250005816,HIVEP2,comet
BRCA,250005816,CEP192,comet
BRCA,250005816,ZFPM2,comet
BRCA,250005816,DCHS1,comet
BRCA,250005816,CBLB,comet
BRCA,250005816,NOS2,comet
BRCA,250005816,IPO8,comet
BRCA,250005816,ABCC12,comet
BRCA,250005816,ADAMTS3,comet
BRCA,250005816,PCDH9,comet
BRCA,250005816,ZP4,comet
BRCA,250005816,DDX5,comet
BRCA,250005816,ERICH3,comet
BRCA,250005816,HTT,comet
BRCA,250005816,MRC1,comet
BRCA,250005816,HSPG2,comet
BRCA,250005816,TTC21A,comet
BRCA,250005816,COL4A6,comet
BRCA,250005816,SPAG5,comet
BRCA,250005816,PXDNL,comet
BRCA,250005816,BIVM-ERCC5,comet
BRCA,250005816,VWA3A,comet
BRCA,250005816,ALK,comet
BRCA,250005816,NAV1,comet
BRCA,250005816,SCN2A,comet
BRCA,250005816,SCN1A,comet
BRCA,250005816,CNTN6,comet
BRCA,250005816,TRIP11,comet
BRCA,250005816,KLHL1,comet
BRCA,250005816,ATP2B2,comet
BRCA,250005816,NEB,comet
CESC,250005859,CLSPN,comet
CESC,250005859,SEC16A,comet
CESC,250005859,IFNL2,comet
CESC,250005859,CLASP1,comet
CESC,250005859,SLC44A2,comet
CESC,250005859,COL25A1,comet
CESC,250005859,SAMD4A,comet
CESC,250005859,POLR1B,comet
CESC,250005859,DIAPH1,comet
COAD,250005818,TP53,comet
COAD,250005818,APC,comet
COAD,250005818,TOGARAM2,comet
COAD,250005818,PDZD2,comet
COAD,250005818,KMT2B,comet
COAD,250005818,EFCAB13,comet
COAD,250005818,EIF4G1,comet
COAD,250005818,CKAP5,comet
COAD,250005818,TRPS1,comet
COAD,250005818,NAA16,comet
COAD,250005818,ITSN2,comet
COAD,250005818,VAV3,comet
COAD,250005818,TCHH,comet
COAD,250005818,EMC1,comet
COAD,250005818,MGA,comet
COAD,250005818,HERC1,comet
COAD,250005818,GPR37L1,comet
COAD,250005818,ANO3,comet
COAD,250005818,ITPR1,comet
COAD,250005818,SF3B4,comet
COAD,250005818,DNAH6,comet
COAD,250005818,ABCB1,comet
COAD,250005818,MELTF,comet
COAD,250005818,MDN1,comet
COAD,250005818,MYOM2,comet
COAD,250005818,AASDH,comet
COAD,250005818,LPCAT4,comet
COAD,250005818,COL1A1,comet
COAD,250005818,NRCAM,comet
COAD,250005818,SRSF4,comet
COAD,250005818,CHL1,comet
COAD,250005818,IGSF10,comet
COAD,250005818,TBC1D25,comet
COAD,250005818,VPS8,comet
COAD,250005818,GLUD2,comet
COAD,250005818,CELSR1,comet
COAD,250005818,TTLL5,comet
COAD,250005818,GRM5,comet
COAD,250005818,PPP1R3A,comet
COAD,250005818,DEPDC5,comet
COAD,250005818,GLI1,comet
COAD,250005818,OR10H5,comet
COAD,250005818,COL15A1,comet
COAD,250005818,MYO16,comet
COAD,250005818,MLH1,comet
COAD,250005818,N4BP2,comet
COAD,250005818,TBC1D2B,comet
COAD,250005818,RAI1,comet
COAD,250005818,ALPK2,comet
COAD,250005818,ZNF530,comet
COAD,250005818,DCAF5,comet
COAD,250005818,ABCA5,comet
COAD,250005818,IGF2R,comet
COAD,250005818,CRYBG3,comet
COAD,250005818,COL9A1,comet
COAD,250005818,SCN10A,comet
COAD,250005818,FLG2,comet
COAD,250005818,RNF43,comet
COAD,250005818,SEC61A1,comet
COAD,250005818,ATP2B2,comet
COAD,250005818,ADGRV1,comet
COAD,250005818,VPS13B,comet
COAD,250005818,PPM1L,comet
COAD,250005818,WDR87,comet
COAD,250005818,PTPRB,comet
COAD,250005818,KANSL1,comet
COAD,250005818,AKAP12,comet
COAD,250005818,SPEN,comet
COAD,250005818,ZNF236,comet
COAD,250005818,DDI1,comet
ESCA,250005860,PLD5,comet
ESCA,250005860,PCDHA12,comet
ESCA,250005860,OR52J3,comet
ESCA,250005860,HSPA12A,comet
ESCA,250005860,JAK1,comet
ESCA,250005860,LRPPRC,comet
ESCA,250005860,VPS41,comet
ESCA,250005860,HRNR,comet
ESCA,250005860,C10orf90,comet
ESCA,250005860,ZNF677,comet
ESCA,250005860,TAS2R30,comet
ESCA,250005860,ACSF2,comet
ESCA,250005860,FBXO3,comet
ESCA,250005860,PGM5,comet
ESCA,250005860,SLITRK3,comet
ESCA,250005860,SENP7,comet
ESCA,250005860,XRN1,comet
ESCA,250005860,NOP14,comet
ESCA,250005860,CEP290,comet
ESCA,250005860,TBC1D31,comet
ESCA,250005860,GRM1,comet
ESCA,250005860,CRB2,comet
ESCA,250005860,ZNF831,comet
ESCA,250005860,ECEL1,comet
ESCA,250005860,REV1,comet
ESCA,250005860,NLRP11,comet
ESCA,250005860,IRX5,comet
ESCA,250005860,NFE2L2,comet
ESCA,250005860,XPO6,comet
ESCA,250005860,SCN9A,comet
ESCA,250005860,YAP1,comet
ESCA,250005860,TECTA,comet
ESCA,250005860,NBPF20,comet
ESCA,250005860,CCDC168,comet
ESCA,250005860,TACC2,comet
ESCA,250005860,SCN10A,comet
ESCA,250005860,TRIM49C,comet
ESCA,250005860,TAF2,comet
ESCA,250005860,OBSCN,comet
ESCA,250005860,ASTN2,comet
ESCA,250005860,UBAP2,comet
ESCA,250005860,NEXMIF,comet
ESCA,250005860,KRT24,comet
ESCA,250005860,TFDP2,comet
ESCA,250005860,YARS2,comet
ESCA,250005860,GPR158,comet
ESCA,250005860,ARHGAP28,comet
ESCA,250005860,KCND2,comet
ESCA,250005860,ADAMTS8,comet
ESCA,250005860,KLHL4,comet
ESCA,250005860,CIZ1,comet
ESCA,250005860,NSMAF,comet
ESCA,250005860,ACACB,comet
ESCA,250005860,SLC4A7,comet
ESCA,250005860,SGK1,comet
ESCA,250005860,ZNF267,comet
ESCA,250005860,NLRP2,comet
ESCA,250005860,CCDC80,comet
ESCA,250005860,TLE2,comet
ESCA,250005860,FRMD1,comet
GBM,250005814,ANO4,comet
GBM,250005814,ZBED1,comet
GBM,250005814,SYBU,comet
GBM,250005814,ZNF609,comet
GBM,250005814,ELSPBP1,comet
GBM,250005814,DNM1,comet
GBM,250005814,NFIB,comet
GBM,250005814,IMPDH1,comet
GBM,250005814,POGZ,comet
GBM,250005814,MPL,comet
GBM,250005814,OGDHL,comet
GBM,250005814,LY9,comet
GBM,250005814,MORC1,comet
GBM,250005814,STK31,comet
GBM,250005814,ZNF28,comet
GBM,250005814,USP4,comet
GBM,250005814,LRCH3,comet
GBM,250005814,SEMA5B,comet
GBM,250005814,FOXJ2,comet
GBM,250005814,ACOT4,comet
GBM,250005814,IL18RAP,comet
GBM,250005814,DIAPH3,comet
GBM,250005814,PCDHB13,comet
GBM,250005814,NF2,comet
GBM,250005814,SYT9,comet
GBM,250005814,KRT13,comet
GBM,250005814,CRNN,comet
GBM,250005814,MTHFR,comet
GBM,250005814,MON2,comet
GBM,250005814,NUP85,comet
GBM,250005814,FAH,comet
GBM,250005814,SORCS1,comet
GBM,250005814,ZNF337,comet
GBM,250005814,ZBTB38,comet
GBM,250005814,SFSWAP,comet
GBM,250005814,BTD,comet
GBM,250005814,PCDHGB2,comet
GBM,250005814,RBMXL1,comet
GBM,250005814,ALPK3,comet
GBM,250005814,MMP13,comet
HNSC,250005820,RIMS1,comet
HNSC,250005820,CPAMD8,comet
HNSC,250005820,SMG6,comet
HNSC,250005820,GNPTAB,comet
HNSC,250005820,GABRA2,comet
HNSC,250005820,PPP4R4,comet
HNSC,250005820,ABCA4,comet
HNSC,250005820,TECRL,comet
HNSC,250005820,UFL1,comet
HNSC,250005820,ZNF280A,comet
HNSC,250005820,FAM184A,comet
HNSC,250005820,OCA2,comet
HNSC,250005820,HIST1H3C,comet
HNSC,250005820,CNTN5,comet
HNSC,250005820,OGDHL,comet
HNSC,250005820,MBD5,comet
HNSC,250005820,NLRP12,comet
HNSC,250005820,HLA-B,comet
HNSC,250005820,PDE3A,comet
HNSC,250005820,IBTK,comet
HNSC,250005820,NLRP5,comet
HNSC,250005820,PCDHA9,comet
HNSC,250005820,RASGRF1,comet
HNSC,250005820,BRINP3,comet
HNSC,250005820,ITGA2,comet
HNSC,250005820,DDX11,comet
HNSC,250005820,USP9X,comet
HNSC,250005820,ZNF724,comet
HNSC,250005820,SPANXN2,comet
HNSC,250005820,HIST1H1B,comet
HNSC,250005820,GFRAL,comet
HNSC,250005820,EYA1,comet
HNSC,250005820,NEMF,comet
HNSC,250005820,NOS1,comet
HNSC,250005820,KPNA2,comet
HNSC,250005820,NLRP9,comet
HNSC,250005820,CEP290,comet
HNSC,250005820,ITGB4,comet
HNSC,250005820,STK31,comet
HNSC,250005820,ITGAX,comet
HNSC,250005820,TNIP1,comet
HNSC,250005820,ZNF44,comet
KIRC,250005862,DNAH5,comet
KIRC,250005862,SORBS2,comet
KIRC,250005862,MKI67,comet
KIRC,250005862,PLXND1,comet
KIRC,250005862,LRP1B,comet
KIRC,250005862,NLRP9,comet
KIRC,250005862,PCDHA6,comet
KIRC,250005862,MECOM,comet
KIRC,250005862,ADCY8,comet
KIRC,250005862,ATM,comet
KIRC,250005862,KRT4,comet
KIRC,250005862,STK31,comet
KIRC,250005862,PTEN,comet
KIRC,250005862,ZNF318,comet
KIRC,250005862,KIAA0319,comet
KIRC,250005862,CKAP5,comet
KIRC,250005862,SCAF4,comet
KIRC,250005862,ZSWIM8,comet
KIRC,250005862,NAV2,comet
KIRC,250005862,CNTN3,comet
KIRC,250005862,WNK1,comet
KIRC,250005862,ZNF407,comet
KIRC,250005862,OPTC,comet
KIRC,250005862,ZNF561,comet
KIRC,250005862,SMC3,comet
KIRC,250005862,PTPRZ1,comet
KIRC,250005862,DSCAM,comet
KIRC,250005862,WDR25,comet
KIRC,250005862,MDN1,comet
KIRC,250005862,DSCAML1,comet
KIRC,250005862,PCDH15,comet
KIRC,250005862,MRC2,comet
KIRC,250005862,ZNF804A,comet
KIRC,250005862,KAT6A,comet
KIRC,250005862,EXOC4,comet
KIRC,250005862,CDK13,comet
KIRC,250005862,DAXX,comet
KIRC,250005862,GBF1,comet
KIRC,250005862,TENM2,comet
KIRC,250005862,ZNF800,comet
KIRC,250005862,USF3,comet
KIRC,250005862,ADAR,comet
KIRC,250005862,TNKS1BP1,comet
KIRC,250005862,MYO1F,comet
KIRC,250005862,SLC22A4,comet
KIRC,250005862,NF1,comet
KIRC,250005862,FAM135A,comet
KIRC,250005862,AKAP11,comet
KIRC,250005862,TRAPPC11,comet
KIRC,250005862,SNX29,comet
KIRC,250005862,BRWD1,comet
KIRC,250005862,AFDN,comet
KIRC,250005862,FES,comet
KIRC,250005862,CUL7,comet
KIRC,250005862,NRIP1,comet
KIRC,250005862,OBSCN,comet
KIRC,250005862,RNF10,comet
KIRC,250005862,NUP205,comet
KIRC,250005862,SSFA2,comet
KIRC,250005862,DNMT1,comet
KIRC,250005862,EP300,comet
KIRC,250005862,CPED1,comet
KIRC,250005862,PCDHA10,comet
KIRC,250005862,MCTP2,comet
KIRC,250005862,DHX37,comet
KIRC,250005862,ARID1A,comet
KIRC,250005862,ATP7B,comet
KIRC,250005862,CD180,comet
KIRC,250005862,SGO2,comet
KIRC,250005862,MTMR11,comet
KIRC,250005862,FZD10,comet
KIRC,250005862,MAP1A,comet
KIRC,250005862,MYOM1,comet
KIRC,250005862,ALMS1,comet
KIRC,250005862,IQUB,comet
KIRC,250005862,MAST4,comet
KIRC,250005862,PCDHB13,comet
KIRC,250005862,UBR1,comet
KIRC,250005862,PRTG,comet
KIRC,250005862,ZKSCAN1,comet
KIRC,250005862,PCNT,comet
KIRC,250005862,SPEN,comet
KIRC,250005862,ANK3,comet
KIRC,250005862,CMYA5,comet
KIRC,250005862,NMT2,comet
KIRC,250005862,APOB,comet
KIRC,250005862,BDP1,comet
KIRC,250005862,NSD1,comet
KIRC,250005862,ATR,comet
KIRC,250005862,BRINP3,comet
KIRC,250005862,DNAH8,comet
KIRC,250005862,HERC2,comet
KIRC,250005862,ZNF423,comet
KIRC,250005862,RPRD2,comet
KIRC,250005862,ANKS1B,comet
KIRC,250005862,SVEP1,comet
KIRC,250005862,MXRA5,comet
KIRC,250005862,CPAMD8,comet
KIRC,250005862,TRPM6,comet
KIRC,250005862,ZMYM6,comet
KIRC,250005862,COL1A2,comet
KIRC,250005862,AHR,comet
KIRC,250005862,NOTCH1,comet
KIRC,250005862,MYO3A,comet
KIRC,250005862,GRIN2A,comet
KIRC,250005862,ARHGAP5,comet
KIRC,250005862,MACROD2,comet
KIRC,250005862,FAM13A,comet
KIRC,250005862,JCAD,comet
KIRC,250005862,G3BP1,comet
KIRC,250005862,FBN1,comet
KIRC,250005862,ZBTB41,comet
KIRC,250005862,MKL2,comet
KIRC,250005862,USP24,comet
KIRC,250005862,ADAMTS14,comet
KIRC,250005862,CAMTA2,comet
KIRC,250005862,PCDH1,comet
KIRC,250005862,CELSR1,comet
KIRC,250005862,ATG2A,comet
KIRC,250005862,NCOA6,comet
KIRC,250005862,PEG3,comet
KIRC,250005862,CCDC81,comet
KIRC,250005862,CHD4,comet
KIRC,250005862,AP4E1,comet
KIRC,250005862,SLX4,comet
KIRC,250005862,AC011604.2,comet
KIRC,250005862,XPO7,comet
KIRC,250005862,ADA2,comet
KIRC,250005862,PDCD6IP,comet
KIRC,250005862,EPN2,comet
KIRC,250005862,TLR8,comet
KIRC,250005862,ATP4A,comet
KIRC,250005862,PRKDC,comet
KIRC,250005862,CCDC73,comet
KIRC,250005862,KIF18A,comet
KIRC,250005862,KIF20B,comet
KIRC,250005862,DOCK4,comet
KIRC,250005862,TGM5,comet
KIRC,250005862,DIS3,comet
KIRC,250005862,PCDHGB3,comet
KIRC,250005862,ANK2,comet
KIRC,250005862,CNOT11,comet
KIRC,250005862,BIVM-ERCC5,comet
KIRC,250005862,CUX1,comet
KIRC,250005862,IREB2,comet
KIRC,250005862,ASXL3,comet
KIRC,250005862,KMT2B,comet
KIRC,250005862,TDRD6,comet
KIRC,250005862,COL5A3,comet
KIRC,250005862,ATF7IP,comet
KIRC,250005862,NEB,comet
KIRC,250005862,CNGB3,comet
KIRC,250005862,SUGP1,comet
KIRC,250005862,HSPA8,comet
KIRC,250005862,WDR81,comet
KIRC,250005862,VPS13C,comet
KIRC,250005862,SYNJ1,comet
KIRC,250005862,ATG7,comet
KIRC,250005862,BPTF,comet
KIRC,250005862,CTDP1,comet
KIRC,250005862,FAM208A,comet
KIRC,250005862,ARMC4,comet
KIRC,250005862,MEGF8,comet
KIRC,250005862,KIF20A,comet
KIRC,250005862,TRAPPC8,comet
KIRC,250005862,ADAMTS12,comet
KIRC,250005862,ZYG11B,comet
KIRC,250005862,PCDH10,comet
KIRC,250005862,NOD2,comet
KIRC,250005862,GRIK1,comet
KIRC,250005862,SETBP1,comet
KIRC,250005862,CEP95,comet
KIRC,250005862,SLC26A11,comet
KIRC,250005862,PHF20,comet
KIRC,250005862,XAB2,comet
KIRC,250005862,HSP90AA1,comet
KIRC,250005862,PTPRJ,comet
KIRC,250005862,TRIM23,comet
KIRC,250005862,KIF14,comet
KIRC,250005862,TRPS1,comet
KIRC,250005862,LRP1,comet
KIRC,250005862,PTPRT,comet
KIRC,250005862,DNAH10,comet
KIRC,250005862,ALG13,comet
KIRC,250005862,ITPR2,comet
KIRC,250005862,KCNH5,comet
KIRC,250005862,CNTNAP3,comet
KIRC,250005862,SACS,comet
KIRC,250005862,VWF,comet
KIRC,250005862,CD44,comet
KIRC,250005862,GABRQ,comet
KIRC,250005862,VARS2,comet
KIRC,250005862,CACNA1F,comet
KIRC,250005862,MKRN3,comet
KIRC,250005862,VLDLR,comet
KIRC,250005862,PARP12,comet
KIRC,250005862,SRRT,comet
KIRC,250005862,DYNC2H1,comet
KIRC,250005862,TAF1,comet
KIRC,250005862,LAMA2,comet
KIRC,250005862,TSC1,comet
KIRC,250005862,IQGAP1,comet
KIRC,250005862,CSPP1,comet
KIRC,250005862,KANSL1L,comet
KIRC,250005862,SULF1,comet
KIRC,250005862,CUL3,comet
KIRC,250005862,FBXO43,comet
KIRC,250005862,ANKRD30A,comet
KIRC,250005862,CDAN1,comet
KIRC,250005862,NOS1,comet
KIRC,250005862,ZBTB40,comet
KIRC,250005862,NSD3,comet
KIRC,250005862,COL11A1,comet
KIRC,250005862,PCDH11X,comet
KIRC,250005862,ALDOB,comet
KIRC,250005862,EFCAB5,comet
KIRC,250005862,FLG,comet
KIRC,250005862,AOC1,comet
KIRC,250005862,SCAF8,comet
KIRC,250005862,RELN,comet
KIRC,250005862,HEATR5B,comet
KIRC,250005862,SLC15A2,comet
KIRC,250005862,AGRN,comet
KIRC,250005862,PAIP1,comet
KIRC,250005862,MSR1,comet
KIRC,250005862,ATP2A2,comet
KIRC,250005862,HYDIN,comet
KIRC,250005862,SLC47A1,comet
KIRC,250005862,CENPE,comet
KIRC,250005862,CCAR1,comet
KIRC,250005862,SPHKAP,comet
KIRC,250005862,GON4L,comet
KIRC,250005862,MED12,comet
KIRC,250005862,PTPDC1,comet
KIRC,250005862,FBN2,comet
KIRC,250005862,PKHD1L1,comet
KIRC,250005862,NAV1,comet
KIRC,250005862,CAD,comet
KIRC,250005862,DAW1,comet
KIRC,250005862,ABCC6,comet
KIRC,250005862,CNOT1,comet
KIRC,250005862,HPS5,comet
KIRC,250005862,COL3A1,comet
KIRC,250005862,KIF1B,comet
KIRC,250005862,FAT1,comet
KIRC,250005862,TAF1L,comet
KIRC,250005862,XIRP2,comet
KIRC,250005862,DPP10,comet
KIRC,250005862,UBA5,comet
KIRC,250005862,POLR2B,comet
KIRC,250005862,ZNF638,comet
KIRC,250005862,ZBBX,comet
KIRC,250005862,PTPRM,comet
KIRC,250005862,KIF4A,comet
KIRC,250005862,USH2A,comet
KIRC,250005862,TNC,comet
KIRC,250005862,STAB2,comet
KIRC,250005862,ITIH5,comet
KIRC,250005862,KNTC1,comet
KIRC,250005862,ABCA13,comet
KIRC,250005862,RICTOR,comet
KIRC,250005862,NCOR1,comet
KIRC,250005862,TNR,comet
KIRC,250005862,MAGI3,comet
KIRC,250005862,FRY,comet
KIRC,250005862,MMEL1,comet
KIRC,250005862,COL15A1,comet
KIRC,250005862,TEC,comet
KIRC,250005862,SPAG17,comet
KIRC,250005862,AHNAK,comet
KIRC,250005862,GLG1,comet
KIRC,250005862,MAP3K15,comet
KIRC,250005862,RANBP2,comet
KIRC,250005862,CNR2,comet
KIRC,250005862,ACSL6,comet
KIRC,250005862,DENND2C,comet
KIRC,250005862,MYH7,comet
KIRC,250005862,ZFHX3,comet
KIRC,250005862,EPHA8,comet
KIRC,250005862,CCDC129,comet
KIRC,250005862,PTK2B,comet
KIRC,250005862,PRRC2B,comet
KIRC,250005862,ZFHX4,comet
KIRC,250005862,PLXNB2,comet
KIRC,250005862,KMT2E,comet
KIRC,250005862,CES1,comet
KIRC,250005862,RBM12B,comet
KIRC,250005862,A2M,comet
KIRC,250005862,EXPH5,comet
KIRC,250005862,PKN3,comet
KIRC,250005862,SIK2,comet
KIRC,250005862,ARID1B,comet
KIRC,250005862,CCNB2,comet
KIRC,250005862,ERICH6,comet
KIRC,250005862,PRRC2A,comet
KIRC,250005862,ESPL1,comet
KIRP,250005822,TENM3,comet
KIRP,250005822,ANK3,comet
KIRP,250005822,WDR41,comet
KIRP,250005822,LRRC1,comet
KIRP,250005822,ENPP1,comet
KIRP,250005822,FN1,comet
KIRP,250005822,KDM3A,comet
KIRP,250005822,PATJ,comet
KIRP,250005822,PARP4,comet
KIRP,250005822,HRC,comet
KIRP,250005822,MTUS1,comet
KIRP,250005822,LRRK1,comet
KIRP,250005822,PDE6B,comet
KIRP,250005822,PAXIP1,comet
KIRP,250005822,GOLGA4,comet
KIRP,250005822,DIDO1,comet
KIRP,250005822,SLC13A3,comet
KIRP,250005822,SULT1C4,comet
KIRP,250005822,NOTCH3,comet
KIRP,250005822,KMT2A,comet
KIRP,250005822,SRRM2,comet
KIRP,250005822,DOCK6,comet
KIRP,250005822,ROBO1,comet
KIRP,250005822,HNRNPUL1,comet
KIRP,250005822,CLUH,comet
KIRP,250005822,CCDC57,comet
KIRP,250005822,NRAP,comet
KIRP,250005822,CNOT1,comet
KIRP,250005822,XRN1,comet
KIRP,250005822,ZNF536,comet
KIRP,250005822,ADGRB3,comet
KIRP,250005822,FAM71B,comet
KIRP,250005822,KNTC1,comet
KIRP,250005822,KIAA1109,comet
KIRP,250005822,PCNT,comet
KIRP,250005822,SYNRG,comet
KIRP,250005822,DNMT3A,comet
KIRP,250005822,CLMN,comet
KIRP,250005822,KIN,comet
KIRP,250005822,MAPKBP1,comet
KIRP,250005822,MACF1,comet
KIRP,250005822,MGAM,comet
KIRP,250005822,ZBTB42,comet
KIRP,250005822,CUBN,comet
KIRP,250005822,MYO9A,comet
KIRP,250005822,CTTNBP2,comet
KIRP,250005822,ATP1A1,comet
KIRP,250005822,RIMS1,comet
KIRP,250005822,NUP214,comet
KIRP,250005822,LGR4,comet
KIRP,250005822,PCNX1,comet
KIRP,250005822,PCK1,comet
KIRP,250005822,UBR4,comet
KIRP,250005822,ZCCHC6,comet
KIRP,250005822,LGI4,comet
KIRP,250005822,ITPR2,comet
KIRP,250005822,SLC6A13,comet
KIRP,250005822,PTPRR,comet
KIRP,250005822,SALL1,comet
KIRP,250005822,TRPM7,comet
KIRP,250005822,VPS8,comet
KIRP,250005822,KAT6A,comet
KIRP,250005822,PTPRJ,comet
KIRP,250005822,VHL,comet
KIRP,250005822,PKDREJ,comet
KIRP,250005822,FREM2,comet
KIRP,250005822,CDON,comet
KIRP,250005822,ICE1,comet
KIRP,250005822,ASH1L,comet
KIRP,250005822,NUP205,comet
KIRP,250005822,PYROXD2,comet
KIRP,250005822,ANKRD35,comet
KIRP,250005822,MYO1H,comet
KIRP,250005822,FAM13B,comet
KIRP,250005822,TTC8,comet
KIRP,250005822,ZMYM6,comet
KIRP,250005822,NR2F2,comet
KIRP,250005822,EFCAB13,comet
KIRP,250005822,DAZAP1,comet
KIRP,250005822,CLIP2,comet
KIRP,250005822,ZNF831,comet
KIRP,250005822,CLASP1,comet
KIRP,250005822,CENPE,comet
KIRP,250005822,CEP135,comet
KIRP,250005822,CP,comet
KIRP,250005822,POLR1A,comet
KIRP,250005822,PAPPA,comet
KIRP,250005822,EIF2AK1,comet
KIRP,250005822,MUC5B,comet
KIRP,250005822,WDR81,comet
KIRP,250005822,SMARCC2,comet
KIRP,250005822,TECTA,comet
KIRP,250005822,JMJD1C,comet
KIRP,250005822,KCNT2,comet
KIRP,250005822,FLG,comet
KIRP,250005822,LRP1B,comet
KIRP,250005822,CDC42BPA,comet
KIRP,250005822,NEB,comet
KIRP,250005822,POLQ,comet
KIRP,250005822,ADGRV1,comet
KIRP,250005822,ALPK3,comet
KIRP,250005822,LRP6,comet
KIRP,250005822,DOCK2,comet
KIRP,250005822,SMCHD1,comet
KIRP,250005822,MEGF8,comet
KIRP,250005822,KBTBD6,comet
KIRP,250005822,PCSK1,comet
KIRP,250005822,C5orf42,comet
KIRP,250005822,SETDB1,comet
KIRP,250005822,LCOR,comet
KIRP,250005822,SCRN2,comet
KIRP,250005822,TDRD1,comet
KIRP,250005822,ADCY3,comet
KIRP,250005822,DNHD1,comet
KIRP,250005822,NRK,comet
KIRP,250005822,MYH4,comet
KIRP,250005822,THSD7B,comet
KIRP,250005822,DSCAM,comet
KIRP,250005822,CCDC168,comet
KIRP,250005822,SIPA1L2,comet
KIRP,250005822,ERCC6,comet
KIRP,250005822,CNDP2,comet
KIRP,250005822,PPFIBP2,comet
KIRP,250005822,DOT1L,comet
KIRP,250005822,CDH9,comet
KIRP,250005822,SZT2,comet
KIRP,250005822,PNPT1,comet
KIRP,250005822,LRIG3,comet
KIRP,250005822,LBR,comet
KIRP,250005822,HUWE1,comet
KIRP,250005822,ASAP2,comet
KIRP,250005822,KIAA0100,comet
KIRP,250005822,FOCAD,comet
KIRP,250005822,MED13,comet
KIRP,250005822,CAD,comet
KIRP,250005822,BCL9L,comet
KIRP,250005822,FGFR3,comet
KIRP,250005822,ABCA5,comet
KIRP,250005822,HERC1,comet
KIRP,250005822,PHF20L1,comet
KIRP,250005822,TTYH3,comet
